2022-06-14 17:39:27 | INFO | web_testcase.api.test_login | test_login.py | [line:26] : 测试接口：乐迪长租登录
2022-06-14 17:39:28 | INFO | web_testcase.api.test_login | test_login.py | [line:33] : https://test.rent.ledear.cn/rent-api/account/platform/account/login
2022-06-14 17:39:28 | INFO | web_testcase.api.test_login | test_login.py | [line:34] : {'code': '00000', 'message': '成功', 'data': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.lYvtkTEMVfvaaPCn76li0OAYHPLdUJLhQxQ60DjvXP8'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：0-新增商户
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：1-商户列表获取数据
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：2-商户列表查询
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:60] : 我是depends_data：{'merchantNo': '10000150', 'name': 'API-test2', 'phone': '19180939003', 'state': 0}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:61] : 我是depends_data类型：<class 'dict'>
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:69] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.lYvtkTEMVfvaaPCn76li0OAYHPLdUJLhQxQ60DjvXP8'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:70] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10&merchantNo=10000150&name=API-test2&phone=19180939003&state=0
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:71] : 请求参数：None
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:72] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 162, 'merchantNo': '10000150', 'name': 'API-test2', 'linkPhone': '19180939003', 'bikeNum': 0, 'state': 0}]}}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：3-查看商户详情
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:60] : 我是depends_data：{'id': 162}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:61] : 我是depends_data类型：<class 'dict'>
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:69] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.lYvtkTEMVfvaaPCn76li0OAYHPLdUJLhQxQ60DjvXP8'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:70] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/merchant-detail
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:71] : 请求参数：None
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:72] : 响应结果：{'code': '00006', 'message': '参数校验错误'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：4-商户详情停运商户
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:60] : 我是depends_data：{'id': 162}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:61] : 我是depends_data类型：<class 'dict'>
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:76] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.lYvtkTEMVfvaaPCn76li0OAYHPLdUJLhQxQ60DjvXP8', 'Content-Length': '13'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:77] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=162
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:78] : 请求参数：b'{"status": 0}'
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：5-商户详情开启商户
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:60] : 我是depends_data：{'id': 162}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:61] : 我是depends_data类型：<class 'dict'>
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:76] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.lYvtkTEMVfvaaPCn76li0OAYHPLdUJLhQxQ60DjvXP8', 'Content-Length': '13'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:77] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/update-status?id=162
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:78] : 请求参数：b'{"status": 0}'
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:30] : 测试接口：6-商户详情修改经营信息
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:60] : 我是depends_data：{'id': 162}
2022-06-14 17:39:28 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:61] : 我是depends_data类型：<class 'dict'>
