2022-07-20 15:14:39 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-1获取编号前缀
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-2厂测列表生成编号
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-3厂测列表查询(车辆编号、关联状态)
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-4厂测列表生编辑
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-10车辆列表详情编辑车辆（前端数据回显有bug，暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-11车辆列表详情车辆控制-关闭车锁（暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-12车辆列表详情车辆控制-打开车锁（暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-13车辆列表详情车辆控制-关闭电池锁（暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-14车辆列表详情车辆控制-打开电池锁（暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-15车辆列表详情车辆控制-关闭轮锁（暂不调试）
2022-07-20 15:14:39 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：4-16车辆列表详情车辆控制-打开轮锁（暂不调试）
2022-07-20 15:16:16 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-07-20 15:17:46 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-07-20 15:17:46 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:34] : https://dev.rent.ledear.cn:28000/rent-api/account/platform/account/login
2022-07-20 15:17:46 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:35] : {'code': '00000', 'message': '成功', 'data': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoyOH0.pUU7bNbD7ThW4ozmdiF3DgSLTZc5uubyahH-3X79GWM'}
2022-07-20 15:17:57 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:26] : 测试接口：乐迪长租登录
2022-07-20 15:17:58 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:34] : https://dev.rent.ledear.cn:28000/rent-api/account/platform/account/login
2022-07-20 15:17:58 | INFO | all_testcase.api.test_login_admin | test_login_admin.py | [line:35] : {'code': '00000', 'message': '成功', 'data': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoyOH0.mgAm1Vzd9Bw6o1gxCNEfJfcR1Oxi2OUfnFyXFVQXaYM'}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-1获取编号前缀
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-2厂测列表生成编号
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-3厂测列表查询(车辆编号、关联状态)
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:150] : 接口不执行：0-1-4厂测列表生编辑
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:69] : 测试接口：1-1新增商户
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:141] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoyOH0.mgAm1Vzd9Bw6o1gxCNEfJfcR1Oxi2OUfnFyXFVQXaYM', 'Content-Length': '664'}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求路径：https://dev.rent.ledear.cn:28000/rent-api/merchant/platform/merchant
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:145] : 请求参数：{"name": "API-test", "linkMan": "API", "linkPhone": 19180939001, "operateCycle": 2, "deposit": 999999, "imgUrl": "merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg", "operateStartTime": "09:00", "operateEndTime": "22:00", "percentage": 99.99, "memberNo": "ld32207191747475729", "memberName": "API通联", "province": "四川省", "city": "成都市", "area": "武侯区", "position": {"lon": 104.04446, "lat": 30.557735}, "address": "四川省成都市武侯区石羊街道因材施教教育(高新大源校区)清凤时代城"}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:148] : 响应结果：{'code': '00000', 'message': '成功'}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:69] : 测试接口：1-2商户列表获取数据
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:141] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoyOH0.mgAm1Vzd9Bw6o1gxCNEfJfcR1Oxi2OUfnFyXFVQXaYM'}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:142] : 请求路径：https://dev.rent.ledear.cn:28000/rent-api/merchant/platform/merchant/list?page=1&pageSize=10
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:147] : 请求参数：None
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:148] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 7, 'list': [{'id': 80, 'merchantNo': '10000057', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}, {'id': 77, 'merchantNo': '10000054', 'name': '乐迪租车平台测试商户', 'linkPhone': '19180930619', 'bikeNum': 1, 'state': 1}, {'id': 76, 'merchantNo': '10000053', 'name': '云旅租车测试商户', 'linkPhone': '18869879782', 'bikeNum': 3, 'state': 1}, {'id': 74, 'merchantNo': '10000051', 'name': '哈哈哈', 'linkPhone': '18611560222', 'bikeNum': 1, 'state': 0}, {'id': 73, 'merchantNo': '10000050', 'name': '其他商户', 'linkPhone': '18681691784', 'bikeNum': 0, 'state': 0}, {'id': 72, 'merchantNo': '10000049', 'name': '重庆商户', 'linkPhone': '19180931001', 'bikeNum': 1, 'state': 0}, {'id': 71, 'merchantNo': '10000048', 'name': 'xzh商户', 'linkPhone': '13845123698', 'bikeNum': 4, 'state': 1}]}}
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:69] : 测试接口：1-3商户列表查询
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:69] : 测试接口：1-4查看商户详情
2022-07-20 15:17:58 | INFO | all_testcase.api.test_all_api | test_all_api.py | [line:69] : 测试接口：1-5商户详情停运商户
