2022-06-16 14:01:27 | INFO | web_testcase.api.test_login | test_login.py | [line:26] : 测试接口：乐迪长租登录
2022-06-16 14:01:27 | INFO | web_testcase.api.test_login | test_login.py | [line:33] : https://test.rent.ledear.cn/rent-api/account/platform/account/login
2022-06-16 14:01:27 | INFO | web_testcase.api.test_login | test_login.py | [line:34] : {'code': '00000', 'message': '成功', 'data': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.E-kaLPiIhAuA3JOwCJ2Ev03XWpetavBihPqfYGMTC2g'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:31] : 1-1测试接口：新增商户
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.E-kaLPiIhAuA3JOwCJ2Ev03XWpetavBihPqfYGMTC2g', 'Content-Length': '636'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:80] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:83] : 请求参数：{"name": "API-test", "linkMan": "API", "linkPhone": 19180939001, "operateCycle": 2, "deposit": 999999, "imgUrl": "merchant/merchant/img/9ebbd463-a64a-4437-9246-f6ed732baf7f.jpg", "operateStartTime": "09:00", "operateEndTime": "22:00", "percentage": 99.99, "bizUserId": 9001, "bizUserName": null, "province": "四川省", "city": "成都市", "area": "武侯区", "position": {"lon": 104.04446, "lat": 30.557735}, "address": "四川省成都市武侯区石羊街道因材施教教育(高新大源校区)清凤时代城"}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:86] : 响应结果：{'code': '00000', 'message': '成功'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:31] : 1-2测试接口：商户列表获取数据
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.E-kaLPiIhAuA3JOwCJ2Ev03XWpetavBihPqfYGMTC2g'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:80] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:85] : 请求参数：None
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:86] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 102, 'list': [{'id': 208, 'merchantNo': '10000196', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}, {'id': 156, 'merchantNo': '10000144', 'name': 'xzh测试商户C', 'linkPhone': '19180930098', 'bikeNum': 0, 'state': 1}, {'id': 157, 'merchantNo': '10000145', 'name': 'xzh测试商户C', 'linkPhone': '19180930099', 'bikeNum': 0, 'state': 1}, {'id': 154, 'merchantNo': '10000142', 'name': 'xzh测试商户C', 'linkPhone': '19180930096', 'bikeNum': 0, 'state': 1}, {'id': 153, 'merchantNo': '10000141', 'name': 'xzh测试商户C', 'linkPhone': '19180930095', 'bikeNum': 0, 'state': 1}, {'id': 155, 'merchantNo': '10000143', 'name': 'xzh测试商户C', 'linkPhone': '19180930097', 'bikeNum': 0, 'state': 1}, {'id': 152, 'merchantNo': '10000140', 'name': 'xzh测试商户C', 'linkPhone': '19180930094', 'bikeNum': 0, 'state': 1}, {'id': 150, 'merchantNo': '10000138', 'name': 'xzh测试商户C', 'linkPhone': '19180930092', 'bikeNum': 0, 'state': 1}, {'id': 151, 'merchantNo': '10000139', 'name': 'xzh测试商户C', 'linkPhone': '19180930093', 'bikeNum': 0, 'state': 1}, {'id': 149, 'merchantNo': '10000137', 'name': 'xzh测试商户C', 'linkPhone': '19180930091', 'bikeNum': 0, 'state': 1}]}}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:31] : 1-3测试接口：商户列表查询
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:65] : 我是depends_data：{'merchantNo': '10000196', 'name': 'API-test', 'phone': '19180939001', 'state': 1}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:66] : 我是depends_data类型：<class 'dict'>
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.E-kaLPiIhAuA3JOwCJ2Ev03XWpetavBihPqfYGMTC2g'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:80] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/list?page=1&pageSize=10&merchantNo=10000196&name=API-test&phone=19180939001&state=1
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:85] : 请求参数：None
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:86] : 响应结果：{'code': '00000', 'message': '成功', 'data': {'total': 1, 'list': [{'id': 208, 'merchantNo': '10000196', 'name': 'API-test', 'linkPhone': '19180939001', 'bikeNum': 0, 'state': 1}]}}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:31] : 1-4测试接口：查看商户详情
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:65] : 我是depends_data：{'id': 208}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:66] : 我是depends_data类型：<class 'dict'>
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:79] : 请求头：{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/json', 'source_type': '3', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzb3VyY2VfdHlwZSI6Mywic291cmNlX2lkIjoxOX0.E-kaLPiIhAuA3JOwCJ2Ev03XWpetavBihPqfYGMTC2g'}
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:80] : 请求路径：https://test.rent.ledear.cn/rent-api/merchant/platform/merchant/merchant-detail?id=208
2022-06-16 14:01:27 | INFO | web_testcase.api.test_all_api | test_all_api.py | [line:85] : 请求参数：None
